Numero reference FREE	<RT951113>										
Prestation	MT1234										
Numero Requisitionne	33654342234										
Date de la requisition	2020-03-23 15h05m50s										
Debut de la Fadet	2019-12-01 11h11m11s										
Fin de la Fadet	2020-02-20 23h59m59s										
Nombre d'appels/sms/mms listes	667										
											
msisdn cible	type d'appel	complement type d'appel	sens d'appel	correspondant	renvoi	date	heure	duree(s)	sms status	imei cible	imsi cible
33654342234	VOIX		emis	33697831549		01/01/2020	07:29:29	3		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		01/01/2020	09:11:42	1		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		01/01/2020	10:16:41	179		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		01/01/2020	17:42:18	10		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33751519782		01/01/2020	19:22:46	721		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		01/01/2020	22:22:47	322		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		02/01/2020	10:27:26	345		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		02/01/2020	12:26:29	109		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		02/01/2020	11:22:23	226		3,56779E+14	2,08911E+14
33654342234	LOC			33697831549		02/01/2020	13:11:21				2,08911E+14
33654342234	SMS		emis	33697831549		02/01/2020	13:11:21		1		2,08911E+14
33654342234	VOIX		emis	33697831549		02/01/2020	13:46:41	494		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		03/01/2020	07:23:18	232		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		03/01/2020	09:42:10	233		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		03/01/2020	10:21:43	48		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		03/01/2020	12:27:07	7		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33769346987		03/01/2020	12:29:03	178		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		03/01/2020	12:02:18	21		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		03/01/2020	12:01:11	64		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		03/01/2020	12:06:25	115		3,56779E+14	
33654342234	VOIX		emis	MEVO		03/01/2020	12:07:26	236		3,56779E+14	
33654342234	VOIX		emis	33678901234		03/01/2020	12:11:02	21		3,56779E+14	
33654342234	VOIX		emis	33697831549		03/01/2020	12:16:49	3		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		03/01/2020	12:40:22	418		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		03/01/2020	13:17:46	14		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		03/01/2020	13:41:03	91		3,56779E+14	
33654342234	VOIX		emis	33697831549		03/01/2020	13:46:48	162		3,56779E+14	2,08911E+14
33654342234	LOC			33609753889		03/01/2020	13:42:45				2,08911E+14
33654342234	LOC			33609753889		03/01/2020	13:42:40				2,08911E+14
33654342234	VOIX		emis	33689381111		03/01/2020	13:43:08	12		3,56779E+14	
33654342234	VOIX		emis	33697831549		03/01/2020	16:12:15	161		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		03/01/2020	16:26:01	49		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		03/01/2020	16:26:44	41		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33697831549		03/01/2020	16:10:29	53		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		04/01/2020	11:26:28	6		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		04/01/2020	13:27:14	36		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		04/01/2020	13:40:25	25		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		04/01/2020	13:29:28	2		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		04/01/2020	16:11:42	7		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33751519782		05/01/2020	16:02:13	31		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33753014725		05/01/2020	16:02:21	251		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33612347186		05/01/2020	16:16:47	17		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33616381195		05/01/2020	16:29:03	93		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33612347186		06/01/2020	12:17:15	19		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33612347186		06/01/2020	13:11:40	45		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33753014725		06/01/2020	13:03:01	4		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33612347186		07/01/2020	17:22:04	11		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33612347186		08/01/2020	11:07:02	99		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33612347186		09/01/2020	10:49:48	101		3,56779E+14	2,08911E+14
33654342234	LOC			MEVO		09/01/2020	12:12:46				2,08911E+14
33654342234	VOIX		emis	MEVO		09/01/2020	12:17:29	38		3,56779E+14	2,08911E+14
33654342234	LOC			MEVO		09/01/2020	12:17:10				2,08911E+14
33654342234	VOIX		emis	33616381195		09/01/2020	12:26:09	23		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		09/01/2020	17:06:18	8		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		09/01/2020	17:23:46	113		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	3,80674E+11		09/01/2020	19:42:24	153		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	3,8068E+11		09/01/2020	19:46:14	771		3,56779E+14	2,08911E+14
33654342234	LOC			5542414c44492e636f6d		10/01/2020	10:41:41				2,08911E+14
33654342234	VOIX		emis	33678901234		10/01/2020	16:12:21	102		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33634191197		11/01/2020	12:46:12	6		3,56779E+14	
33654342234	VOIX		emis	33634191197		11/01/2020	12:46:43	75		3,56779E+14	
33654342234	VOIX		emis	33681025618		11/01/2020	13:42:46	190		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		11/01/2020	13:46:41	25		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33612347186		11/01/2020	16:46:49	125		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	MEVO		11/01/2020	16:03:49	21		3,56779E+14	
33654342234	VOIX		emis	33612347186		11/01/2020	16:47:18	10		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33612347186		11/01/2020	16:47:27	8		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33612347186		11/01/2020	16:40:49	53		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		12/01/2020	12:21:29	5		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33775199586		13/01/2020	09:13:48	9		3,56779E+14	2,08911E+14
33654342234	LOC			33656780789		13/01/2020	10:29:23				2,08911E+14
33654342234	VOIX		emis	33656780789		13/01/2020	10:40:27	278		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		13/01/2020	10:27:47	95		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		13/01/2020	12:12:21	6		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		13/01/2020	12:20:40	2		3,56779E+14	
33654342234	VOIX		emis	33769346987		13/01/2020	12:46:29	3		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		13/01/2020	19:09:19	9		3,56779E+14	
33654342234	VOIX		emis	33678901234		13/01/2020	19:09:27	15		3,56779E+14	
33654342234	VOIX		emis	33678901234		13/01/2020	19:10:49	9		3,56779E+14	
33654342234	VOIX		emis	33678901234		13/01/2020	19:12:14	20		3,56779E+14	
33654342234	SMS	apple	emis	2046		14/01/2020	07:46:12		1		2,08911E+14
33654342234	VOIX		emis	33634191197		14/01/2020	16:17:21	5		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	MEVO		15/01/2020	09:23:47	57		3,56779E+14	2,08911E+14
33654342234	LOC			MEVO		15/01/2020	09:23:47				2,08911E+14
33654342234	SMS		emis	33656780789		15/01/2020	19:13:06		1		2,08911E+14
33654342234	SMS		emis	33656780789		15/01/2020	19:13:06		1		2,08911E+14
33654342234	VOIX		emis	33656780789		16/01/2020	10:02:26	26		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33616381195		16/01/2020	17:17:25	150		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33616381195		16/01/2020	19:46:28	90		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		16/01/2020	17:47:19	38		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		17/01/2020	12:26:46	31		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33681025618		18/01/2020	09:07:43	59			2,08911E+14
33654342234	VOIX		emis	33689381111		18/01/2020	09:42:13	67		3,56779E+14	2,08911E+14
33654342234	SMS		emis	3,80674E+11		19/01/2020	07:27:43		1		2,08911E+14
33654342234	VOIX		emis	3,80674E+11		19/01/2020	09:09:09	4		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33634191197		19/01/2020	10:12:23	25			2,08911E+14
33654342234	VOIX		emis	33678901234		19/01/2020	10:46:08	5		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33612347186		19/01/2020	12:43:42	6		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33612347186		19/01/2020	12:22:27	8		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		19/01/2020	12:23:07	68		3,56779E+14	2,08911E+14
33654342234	LOC			48875277156		19/01/2020	11:22:28				2,08911E+14
33654342234	SMS		emis	48875277156		19/01/2020	11:22:28		1		2,08911E+14
33654342234	LOC			48875277156		19/01/2020	11:22:29				2,08911E+14
33654342234	SMS		emis	48875277156		19/01/2020	11:22:29		1		2,08911E+14
33654342234	VOIX		emis	48599644091		19/01/2020	16:07:27	52		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	48599644091		19/01/2020	16:10:45	141		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		19/01/2020	20:07:17	2		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		19/01/2020	20:09:20	36		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		20/01/2020	10:46:19	72		3,56779E+14	2,08911E+14
33654342234	LOC			MEVO		20/01/2020	12:10:48				2,08911E+14
33654342234	VOIX		emis	33678901234		20/01/2020	12:22:22	61		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661794031		20/01/2020	12:21:29	28		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		20/01/2020	17:22:42	19		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33616381195		20/01/2020	17:21:24	6		3,56779E+14	
33654342234	VOIX		emis	MEVO		20/01/2020	20:03:40	24		3,56779E+14	2,08911E+14
33654342234	LOC			MEVO		20/01/2020	20:03:49				2,08911E+14
33654342234	VOIX		emis	33771811199		21/01/2020	10:42:29	38		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		21/01/2020	13:47:02	56		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33771811199		21/01/2020	17:40:16	149		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33622286194		23/01/2020	07:42:06	62		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33622286194		23/01/2020	07:29:10	28		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33622286194		23/01/2020	09:01:28	4		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	48599644091		23/01/2020	16:46:41	261		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	MEVO		23/01/2020	17:20:41	24		3,56779E+14	2,08911E+14
33654342234	LOC			MEVO		23/01/2020	17:20:42				2,08911E+14
33654342234	SMS	otad	emis	2043		24/01/2020	11:42:08		1		2,08911E+14
33654342234	VOIX		emis	3,89072E+11		24/01/2020	10:47:05	3		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		24/01/2020	12:41:03	77		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		24/01/2020	12:49:48	38		3,56779E+14	2,08911E+14
33654342234	LOC			38114		24/01/2020	11:46:28				2,08911E+14
33654342234	LOC			38114		24/01/2020	11:46:02				2,08911E+14
33654342234	LOC			3,80668E+11		24/01/2020	16:02:18				2,08911E+14
33654342234	SMS		emis	3,80668E+11		24/01/2020	16:02:18		1		2,08911E+14
33654342234	VOIX		emis	3,89072E+11		24/01/2020	16:02:23	8			2,08911E+14
33654342234	VOIX		emis	33678901234		24/01/2020	16:02:21	23		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		24/01/2020	16:03:11	25		3,56779E+14	2,08911E+14
33654342234	LOC			3,80668E+11		24/01/2020	16:07:23				2,08911E+14
33654342234	SMS		emis	3,80668E+11		24/01/2020	16:07:23		1		2,08911E+14
33654342234	LOC			3,80668E+11		24/01/2020	16:07:41				2,08911E+14
33654342234	VOIX		emis	33626076369		24/01/2020	16:09:48	38		3,56779E+14	2,08911E+14
33654342234	LOC			3,80668E+11		24/01/2020	16:27:44				2,08911E+14
33654342234	SMS		emis	3,80668E+11		24/01/2020	16:27:44		1		2,08911E+14
33654342234	VOIX		emis	33678901234		24/01/2020	17:19:10	7		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		25/01/2020	07:49:11	16			2,08911E+14
33654342234	VOIX		emis	33689381111		25/01/2020	16:13:43	36		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		25/01/2020	19:17:22	15		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		26/01/2020	07:26:24	7		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	3,89077E+11		26/01/2020	12:09:09	531		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		26/01/2020	22:47:19	16		3,56779E+14	
33654342234	LOC			36608		27/01/2020	10:06:43				2,08911E+14
33654342234	VOIX		emis	33661375444		27/01/2020	12:47:40	191		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		27/01/2020	12:21:11	124			2,08911E+14
33654342234	LOC			33678901234		27/01/2020	17:47:40				2,08911E+14
33654342234	VOIX		emis	33642422314		28/01/2020	07:10:24	24			2,08911E+14
33654342234	LOC			33661375444		28/01/2020	07:22:04				2,08911E+14
33654342234	SMS		emis	33661375444		28/01/2020	07:22:04		1		2,08911E+14
33654342234	SMS		emis	33661375444		28/01/2020	07:22:44		1		2,08911E+14
33654342234	LOC			33661375444		28/01/2020	07:26:19				2,08911E+14
33654342234	SMS		emis	33661375444		28/01/2020	07:26:19		1		2,08911E+14
33654342234	LOC			33661375444		28/01/2020	07:26:20				2,08911E+14
33654342234	SMS		emis	33661375444		28/01/2020	07:26:20		1		2,08911E+14
33654342234	LOC			33661375444		28/01/2020	07:26:22				2,08911E+14
33654342234	SMS		emis	33661375444		28/01/2020	07:26:22		1		2,08911E+14
33654342234	VOIX		emis	33678901234		28/01/2020	17:03:27	6		3,56779E+14	
33654342234	VOIX		emis	33678901234		28/01/2020	17:06:07	6		3,56779E+14	
33654342234	VOIX		emis	33661375444		28/01/2020	17:13:48	309		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		28/01/2020	17:22:48	96		3,56779E+14	2,08911E+14
33654342234	SMS		emis	33661375444		28/01/2020	17:29:02		1		2,08911E+14
33654342234	VOIX		emis	33661375444		28/01/2020	19:46:08	165		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		28/01/2020	19:49:40	47		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		28/01/2020	20:12:44	18		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		29/01/2020	16:07:04	38		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		29/01/2020	16:46:05	21		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		29/01/2020	16:11:46	9		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		29/01/2020	20:41:43	53		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		29/01/2020	22:03:22	233		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		30/01/2020	10:13:17	26		3,56779E+14	2,08911E+14
33654342234	LOC			MEVO		30/01/2020	12:07:47				2,08911E+14
33654342234	VOIX		emis	MEVO		30/01/2020	12:12:14	28		3,56779E+14	2,08911E+14
33654342234	LOC			MEVO		30/01/2020	12:12:26				2,08911E+14
33654342234	VOIX		emis	33662171557		30/01/2020	12:12:22	131		3,56779E+14	2,08911E+14
33654342234	LOC			33661375444		30/01/2020	13:02:23				2,08911E+14
33654342234	VOIX		emis	33661375444		30/01/2020	13:07:04	198		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		30/01/2020	22:42:27	47		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		30/01/2020	22:26:48	9		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		31/01/2020	11:41:40	15		3,56779E+14	2,08911E+14
33654342234	LOC			MEVO		31/01/2020	16:22:26				2,08911E+14
33654342234	VOIX		emis	MEVO		31/01/2020	16:22:47	37		3,56779E+14	2,08911E+14
33654342234	LOC			MEVO		31/01/2020	16:22:47				2,08911E+14
33654342234	VOIX		emis	33678901234		31/01/2020	16:46:43	15		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		31/01/2020	16:47:04	47		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		31/01/2020	16:47:44	8		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33626076369		31/01/2020	16:22:46	10		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33626076369		31/01/2020	16:22:10	99		3,56779E+14	2,08911E+14
33654342234	LOC			33678901234		31/01/2020	16:21:20				2,08911E+14
33654342234	LOC			33678901234		31/01/2020	16:21:22				2,08911E+14
33654342234	VOIX		emis	33662171557		31/01/2020	17:41:19	18		3,56779E+14	
33654342234	VOIX		emis	33661375444		31/01/2020	20:10:25	29		3,56779E+14	
33654342234	VOIX		emis	33661375444		31/01/2020	22:40:44	482		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		02/02/2020	07:29:41	18		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33626076369		02/02/2020	09:07:22	120		3,56779E+14	
33654342234	VOIX		emis	33662171557		02/02/2020	09:22:27	34		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		02/02/2020	09:26:20	14		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		02/02/2020	09:27:29	18		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33626076369		02/02/2020	09:42:07	27		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		02/02/2020	09:46:45	95		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33662171557		02/02/2020	10:27:16	19		3,56779E+14	
33654342234	VOIX		emis	33689381111		02/02/2020	12:27:29	344		3,56779E+14	
33654342234	VOIX		emis	3,89077E+11		02/02/2020	12:06:13	1042		3,56779E+14	
33654342234	VOIX		emis	33661375444		02/02/2020	12:22:49	209		3,56779E+14	
33654342234	VOIX		emis	33626076369		02/02/2020	12:29:49	2		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		02/02/2020	16:43:06	50		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		02/02/2020	17:02:48	76		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	MEVO		02/02/2020	20:26:40	25		3,56779E+14	2,08911E+14
33654342234	LOC			MEVO		02/02/2020	20:26:49				2,08911E+14
33654342234	VOIX		emis	33661375444		03/02/2020	07:29:46	72		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		03/02/2020	07:47:21	75		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		03/02/2020	10:29:19	20		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33634191197		03/02/2020	20:03:23	69		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		04/02/2020	07:29:27	105		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		04/02/2020	07:41:27	99		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		04/02/2020	09:02:06	59		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		04/02/2020	09:27:07	22		3,56779E+14	
33654342234	VOIX		emis	33661375444		04/02/2020	17:29:23	17		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		04/02/2020	17:42:24	2		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		04/02/2020	17:42:22	5		3,56779E+14	2,08911E+14
33654342234	LOC			MEVO		04/02/2020	17:42:09				2,08911E+14
33654342234	VOIX		emis	MEVO		04/02/2020	17:42:29	16		3,56779E+14	2,08911E+14
33654342234	LOC			MEVO		04/02/2020	17:42:48				2,08911E+14
33654342234	VOIX		emis	33661375444		04/02/2020	17:42:25	56		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	3,8068E+11		04/02/2020	22:11:25	298		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		05/02/2020	09:41:45	42		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		05/02/2020	10:02:23	21		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		05/02/2020	17:26:09	13		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		05/02/2020	17:40:02	23			2,08911E+14
33654342234	VOIX		emis	33661375444		06/02/2020	09:40:27	44		3,56779E+14	2,08911E+14
33654342234	LOC			33661375444		06/02/2020	09:43:46				2,08911E+14
33654342234	VOIX		emis	33661375444		06/02/2020	10:41:25	11		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		06/02/2020	12:43:17	5		3,56779E+14	2,08911E+14
33654342234	LOC			33689381111		06/02/2020	16:22:07				2,08911E+14
33654342234	VOIX		emis	33689381111		06/02/2020	17:13:29	325		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33689381111		06/02/2020	17:21:46	19		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		06/02/2020	19:29:22	160		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		07/02/2020	07:46:40	47			2,08911E+14
33654342234	VOIX		emis	33656780789		07/02/2020	10:21:47	208		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		07/02/2020	13:26:44	22		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	MEVO		07/02/2020	13:27:45	1199			2,08911E+14
33654342234	VOIX		emis	33678901234		07/02/2020	16:21:13	25		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		07/02/2020	16:40:05	30		3,56779E+14	
33654342234	VOIX		emis	33678901234		07/02/2020	17:19:27	35		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		07/02/2020	17:09:41	33		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		08/02/2020	13:27:17	17		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33622659542		08/02/2020	13:47:27	33		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33622659542		08/02/2020	16:12:23	4		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		08/02/2020	17:06:23	8			2,08911E+14
33654342234	VOIX		emis	33678901234		08/02/2020	17:22:01	13			2,08911E+14
33654342234	VOIX		emis	33678901234		08/02/2020	17:22:01	24		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	3,89077E+11		08/02/2020	19:27:12	404		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	MEVO		08/02/2020	20:41:41	122		3,56779E+14	2,08911E+14
33654342234	SMS		emis	33656780789		09/02/2020	20:27:11		1		2,08911E+14
33654342234	SMS		emis	33656780789		09/02/2020	20:27:27		1		2,08911E+14
33654342234	SMS		emis	33656780789		09/02/2020	20:27:27		1		2,08911E+14
33654342234	SMS		emis	33656780789		09/02/2020	20:40:25		1		2,08911E+14
33654342234	SMS		emis	33656780789		09/02/2020	20:40:25		1		2,08911E+14
33654342234	VOIX		emis	33656780789		09/02/2020	20:42:04	231		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		09/02/2020	20:47:24	499		3,56779E+14	2,08911E+14
33654342234	LOC			33656780789		09/02/2020	20:40:16				2,08911E+14
33654342234	SMS		emis	33656780789		09/02/2020	22:13:27		1		2,08911E+14
33654342234	VOIX		emis	33678901234		10/02/2020	20:43:49	3		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	3,89091E+11		11/02/2020	13:06:21	75			2,08911E+14
33654342234	VOIX		emis	4,13808E+11		11/02/2020	13:17:22	89		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		12/02/2020	10:12:45	54		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		12/02/2020	10:16:07	11		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33678901234		12/02/2020	12:20:24	18		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33626076369		12/02/2020	12:21:28	6		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33626076369		12/02/2020	12:23:44	11		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		12/02/2020	12:40:22	56		3,56779E+14	2,08911E+14
33654342234	VOIX		emis	33661375444		12/02/2020	12:42:20	41		3,56779E+14	2,08911E+14
33654342234	SMS		emis	33661375444		12/02/2020	12:22:20		1		2,08911E+14
33654342234	SMS		emis	33656780789		12/02/2020	20:42:22		1		2,08911E+14
33654342234	SMS		emis	33656780789		12/02/2020	20:41:28		1		2,08911E+14
33654342234	SMS		emis	33656780789		12/02/2020	20:41:44		1		2,08911E+14
33654342234	SMS		emis	33656780789		12/02/2020	20:43:45		1		2,08911E+14
33654342234	VOIX		emis	33678901234		13/02/2020	10:19:21	91			2,08911E+14
33654342234	VOIX		emis	33626076369		13/02/2020	17:19:21	134		3,56779E+14	2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:27:07		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:27:46		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:29:42		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:29:26		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:40:03		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:40:48		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:42:27		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:42:25		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:42:18		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:43:05		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:43:20		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:46:20		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:46:20		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:46:46		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:47:10		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:49:40		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:20:42		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:20:41		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:22:13		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:22:27		1		2,08911E+14
33654342234	SMS		emis	33656780789		13/02/2020	22:22:48		1		2,08911E+14
